incident_id,incident_date,org_id,attack_type_id,severity,status,financial_loss_ngn,affected_users,resolution_time_hours,team_id
1509,2023-03-17,100,8,Low,Unresolved,1003735.26,344,,9
2981,2019-02-23,84,1,Medium,Under Investigation,32957521.42,3425,,9
2226,2022-11-11,51,7,High,Resolved,351916242.52,23004,42,26
3205,2024-09-07,63,1,Critical,Under Investigation,6395365439.19,175642,,3
4838,2020-01-12,1,3,Critical,Unresolved,5300534580.03,43270,,11
3353,2024-01-16,14,8,High,Under Investigation,,38418,,2
1459,2024-01-25,51,5,Medium,Resolved,42691793.61,3860,13,19
1277,2022-10-11,74,4,CRITICAL,Resolved,,222838,123,16
877,2024-02-12,10,12,Critical,Unresolved,6026785362.33,25868,,1
981,2023-10-29,20,5,High,RESOLVED,240200907.12,18518,53,11
294,2022-05-11,52,5,MEDIUM,resolved,11277522.37,2460,36,4
585,2021-04-16,77,9,Medium,Resolved,30208318.52,4654,25,9
933,2019-02-04,82,13,Low,resolved,746175.72,280,6,1
2655,2022-12-21,45,11,High,Resolved,424311158.61,27812,149,11
1141,2023-04-12,30,2,HIGH,RESOLVED,92610474.52,45209,89,11
3651,2023-12-20,61,2,Low,Resolved,1082816.13,13,4,19
4831,2022-05-27,54,14,HIGH,Resolved,308641470.23,45179,155,3
2362,2019-07-23,72,8,MEDIUM,under investigation,38162502.95,3807,,1
3562,2024-10-21,96,4,Medium,Resolved,39445539.94,1877,50,9
4600,2024-05-30,5,14,High,Resolved,317466851.76,15845,-5,11
2452,2023-04-04,22,9,Low,Resolved,3441569.43,72,8,1
3675,2022-08-14,6,12,Medium,Under Investigation,48511578.86,,,13
1860,2019-10-14,21,7,Low,under investigation,3606808.71,199,,11
907,2020-08-22,2,1,Low,Unresolved,1603676.13,336,,2
3039,2023-11-20,37,1,High,Resolved,222245636.79,,80,21
2935,2022-03-11,26,15,Low,Resolved,4063384.64,272,15,21
4132,2019-05-14,97,14,Medium,Resolved,28852633.03,4286,57,7
2207,2024-01-11,36,8,High,Resolved,201694757.88,34587,99,1
4745,2024-06-08,78,6,Low,Resolved,1147513.11,472,20,16
2973,2023-03-14,37,9,Medium,RESOLVED,36938886.37,,57,11
2615,2019-11-28,8,6,Medium,Resolved,14563082.78,4222,42,2
968,2023-07-21,89,4,Low,Resolved,630864.91,480,23,15
1918,2019-06-17,12,2,Medium,Resolved,10696530.52,1279,46,1
2012,2022-01-09,57,1,Medium,Under Investigation,24793453.18,1320,,18
2286,2020-08-21,94,15,High,Under Investigation,184700391.25,14202,,5
774,2021-07-14,34,12,Medium,Resolved,19658885.58,4483,30,2
3545,2024-01-08,33,7,Medium,Resolved,31116771.71,3429,45,20
4836,2019-03-20,60,14,High,resolved,177611679.7,20698,85,4
590,2022-10-26,88,6,High,unresolved,310048399.7,37723,,5
2590,2021-06-26,10,8,Medium,Resolved,42317595.62,2479,46,11
3861,2022-12-08,88,3,High,UNRESOLVED,,7566,,6
2947,2021-12-25,83,3,High,Resolved,170664459.75,32620,95,24
1041,2024-06-10,28,9,Medium,Under Investigation,41989050.76,1415,,11
583,2024-09-21,27,12,Medium,Resolved,24792370.73,4752,42,11
3148,2024-04-18,93,13,Medium,Under Investigation,49989721.15,2297,,23
2753,2022-12-04,22,9,High,Resolved,55274065.02,21706,67,20
41,2019-09-27,40,14,Low,Resolved,1867500.4,382,10,1
4815,2024-01-17,69,11,High,Unresolved,59548568.55,18971,,26
1516,2022-01-13,86,2,LOW,resolved,3486435.4,290,0,23
2461,2023-08-26,1,14,Critical,Resolved,,199893,252,2
4967,2022-09-07,29,3,HIGH,Resolved,499372204.52,43199,120,21
4728,2021-02-12,28,11,Low,Resolved,636649.88,116,6,11
449,2019-08-27,48,14,Low,Resolved,768567.65,188,15,2
2282,2021-06-02,82,15,Medium,Resolved,33931546.93,2082,24,9
1280,2024-03-02,72,11,High,resolved,179479165.98,10458,66,9
192,2024-07-16,49,12,Medium,Resolved,17542690.5,3283,32,11
188,2021-04-14,34,9,Medium,Resolved,35779229.07,2714,50,11
3739,2024-01-15,13,6,High,UNRESOLVED,83784493.72,30333,,20
2984,2021-11-04,62,14,Medium,Unresolved,37841720.0,2362,,18
4706,2023-01-29,47,5,Medium,Resolved,18722589.35,1438,63,13
2056,2024-05-30,65,5,CRITICAL,under investigation,4573239620.62,283525,,26
3309,2021-07-18,50,12,High,Resolved,,27271,68,11
1645,2024-12-30,72,13,Low,Resolved,4144794.27,221,8,24
3694,2021-09-24,44,14,Low,Under Investigation,2794675.93,187,,2
3097,2020-03-02,53,11,Medium,Resolved,,3641,44,3
105,2020-01-08,75,5,Critical,Under Investigation,,469315,,24
2776,2024-06-10,13,15,high,Resolved,389520298.2,28921,90,11
1838,2023-05-26,86,1,High,under investigation,339855695.35,4956,,6
729,2021-07-16,62,6,Medium,Resolved,15072118.2,1820,56,18
2921,2021-06-13,29,11,Medium,RESOLVED,26436516.75,4202,70,2
3598,2023-06-13,60,5,High,Under Investigation,254279320.65,7307,,12
2420,2021-09-29,61,15,Medium,Unresolved,34409423.69,887,,4
3344,2024-08-24,52,2,Critical,Under Investigation,5869331843.13,38953,,18
383,2024-05-28,37,7,low,unresolved,4546655.7,,,2
1,2023-09-29,52,7,Low,RESOLVED,3579388.87,490,8,19
165,2020-12-31,12,12,Medium,Resolved,5431418.08,687,26,20
4641,2023-12-01,45,5,Medium,Resolved,5548014.2,1758,56,25
2698,2020-04-22,22,6,low,Resolved,3741427.12,115,8,2
4534,2021-05-20,93,6,medium,Resolved,37558302.7,4214,55,15
2570,2022-09-06,60,4,Low,Resolved,2559999.49,176,17,3
2542,2023-12-30,4,12,Low,Resolved,2997676.31,22,17,20
1757,2024-10-13,57,15,Medium,UNDER INVESTIGATION,30317096.35,4711,,19
3366,2022-11-24,98,1,High,Resolved,120165233.89,18478,94,10
2660,2020-12-11,90,5,Low,Resolved,3793172.01,249,19,5
4353,2022-01-11,6,11,High,Under Investigation,356178559.0,,,13
65,2020-03-03,56,15,Critical,Under Investigation,10295422811.44,293637,,3
1691,2023-07-07,89,13,Medium,Resolved,28144351.62,,50,23
3263,2022-03-06,32,14,Medium,Resolved,33475853.44,4369,64,2
3027,2024-11-10,73,1,High,Unresolved,392446228.8,24890,,17
411,2023-02-21,88,12,Low,Under Investigation,3079137.21,258,,15
2508,2024-09-18,21,12,Critical,Resolved,1575711840.44,28013,710,2
2321,2023-10-11,62,3,Low,Under Investigation,4917857.55,401,,12
1059,2024-07-18,93,2,High,Resolved,480179726.68,34509,152,6
1087,2022-10-14,100,6,High,Unresolved,207326751.15,44155,,8
2189,2019-04-25,76,2,Medium,Resolved,,734,66,17
15,2023-11-20,34,12,High,Resolved,423739063.7,19841,29,11
440,2024-05-14,63,12,Low,Resolved,3774757.52,288,22,3
264,2024-07-07,100,11,Critical,Under Investigation,6294244104.42,477089,,9
1610,2021-01-18,88,14,High,Resolved,262791755.92,31918,140,23
630,2023-05-18,13,15,Medium,Resolved,20657757.6,1745,32,20
3959,2021-10-18,9,11,Low,Resolved,1360708.1,85,8,2
1806,2022-01-23,76,6,Medium,Resolved,31026581.3,1758,62,17
4372,2023-03-12,33,9,MEDIUM,Under Investigation,29485135.26,2086,,20
3846,2020-08-30,83,7,High,Under Investigation,476077778.16,1588,,17
875,2023-11-27,37,2,Critical,Under Investigation,,431325,,2
2814,2023-11-04,86,9,high,RESOLVED,427049237.12,31015,27,23
3272,2019-09-27,32,14,Medium,Resolved,10676106.32,1253,14,11
4388,2024-10-28,50,15,High,Under Investigation,146620337.13,37740,,25
4806,2022-10-31,34,3,Low,Resolved,2509770.03,246,18,20
1114,2022-07-08,50,15,Critical,UNRESOLVED,4231817790.81,134253,,13
4204,2023-12-05,56,1,LOW,unresolved,2507121.21,445,,3
894,2024-01-27,22,2,medium,UNRESOLVED,23248965.04,650,,20
2513,2022-08-16,8,6,Medium,Unresolved,,4794,,20
1818,2024-06-07,20,5,High,Resolved,62783217.54,10643,31,21
292,2024-06-15,100,13,Low,Under Investigation,2154439.08,63,,8
4195,2024-12-23,18,1,Medium,Under Investigation,19153614.68,4240,,20
788,2022-05-09,10,3,Low,Resolved,3669292.92,279,6,11
4394,2023-02-04,40,5,Medium,RESOLVED,6287983.09,2986,25,1
3983,2022-12-14,57,9,HIGH,Resolved,236938563.14,49945,79,26
2490,2019-08-02,87,10,High,Resolved,326161092.19,16226,37,15
2896,2021-10-27,63,2,High,Resolved,112228215.92,35980,45,4
1688,2023-04-28,24,8,Medium,Under Investigation,41603644.46,1696,,21
1999,2024-03-27,41,15,Medium,Resolved,33803129.57,1101,44,11
2719,2022-04-21,2,1,Medium,Resolved,12576610.77,822,50,13
1930,2024-03-17,65,8,Critical,Resolved,6137606761.46,268821,463,26
985,2023-05-21,13,9,Medium,Unresolved,29280224.61,1587,,11
2791,2022-01-27,20,10,High,Under Investigation,477140524.42,41575,,22
4901,2023-03-02,5,13,low,Resolved,,217,7,2
640,2023-06-06,73,3,Critical,Resolved,1529195255.69,402305,613,24
2754,2023-04-29,17,1,LOW,Resolved,4730867.44,216,13,11
3024,2023-05-26,96,2,low,resolved,2220078.04,16,15,7
2765,2019-07-05,12,9,MEDIUM,Resolved,10900375.2,3530,38,2
2463,2023-06-12,63,15,high,Resolved,176738824.96,4760,34,4
2903,2024-10-10,10,1,Medium,Unresolved,38917596.78,4191,,13
929,2022-07-18,22,15,Critical,Resolved,2048234963.52,401517,108,11
3782,2021-01-04,25,2,High,Unresolved,348412849.68,36013,,1
4894,2024-02-27,25,11,Medium,Resolved,23170316.21,102,57,2
4091,2022-04-10,71,5,Low,Resolved,3691722.5,11,12,16
1490,2020-07-04,7,10,LOW,Under Investigation,1325537.27,487,,21
3829,2023-04-30,26,9,Medium,Resolved,43934538.5,4797,72,11
3797,2021-05-06,15,1,Low,Resolved,4995170.83,344,5,21
3696,2022-07-06,24,3,Medium,Resolved,29767431.41,3309,56,1
4233,2024-09-20,62,3,High,Resolved,230194117.37,19924,135,12
3025,2019-07-10,19,14,high,UNDER INVESTIGATION,52802006.16,12080,,13
4701,2024-10-29,37,3,Medium,Under Investigation,11109163.67,2924,,1
3685,2024-05-27,99,2,Low,Resolved,3105011.66,386,16,9
2435,2022-12-13,81,7,Critical,Resolved,4939715598.96,289837,649,16
3234,2022-09-21,89,6,High,Under Investigation,263383087.9,13164,,23
2279,2022-02-15,5,10,Critical,Under Investigation,2299053458.61,,,11
4971,2024-07-09,8,6,Low,Under Investigation,,403,,11
3935,2023-08-02,8,13,Medium,Under Investigation,43181293.78,3077,,13
1308,2022-04-21,20,14,High,Resolved,368873041.82,1251,122,13
3257,2023-05-06,10,9,Critical,Under Investigation,,487392,,13
3780,2019-10-16,60,12,Medium,Resolved,49602956.01,3218,13,26
4463,2023-05-12,90,13,Low,Resolved,3327405.72,302,18,6
3186,2022-11-18,88,9,Critical,Resolved,,74040,125,6
23,2024-01-07,25,5,Low,Resolved,1539924.4,416,9,21
2905,2022-11-22,19,15,Medium,Under Investigation,11803175.52,,,1
3902,2024-01-17,13,4,High,resolved,360842553.65,3448,43,20
149,2023-09-19,2,13,Low,Resolved,4369324.42,217,10,21
1826,2024-10-07,77,12,High,Resolved,68809028.25,42264,142,24
60,2023-10-28,42,10,Low,Unresolved,1190067.76,118,,13
1628,2024-12-25,18,2,Medium,Under Investigation,27049356.6,2128,,22
3823,2022-01-02,93,14,Medium,Under Investigation,7395966.1,3692,,6
3469,2019-09-08,92,7,Low,Under Investigation,3848704.03,130,,15
2949,2023-11-28,36,1,low,Under Investigation,1460924.2,177,,1
4906,2022-03-01,26,8,Low,Under Investigation,1632999.73,290,,1
2277,2024-10-22,59,6,Low,unresolved,2203505.74,489,,4
4647,2019-03-01,25,1,Medium,Resolved,23811460.87,4636,13,1
2441,2023-04-15,55,2,High,Under Investigation,129939999.02,13435,,4
4070,2024-03-10,61,8,Critical,Resolved,8394421980.92,381571,117,18
217,2024-11-16,76,9,Low,Unresolved,4959790.44,394,,16
4151,2021-04-24,57,11,Critical,Unresolved,9491349578.92,216843,,4
3778,2024-06-08,16,12,Critical,Resolved,645842325.09,445132,560,1
2429,2024-04-05,68,12,Medium,Resolved,43601052.36,2466,23,12
624,2020-03-07,51,4,Medium,RESOLVED,32990280.01,1679,0,12
2290,2024-02-03,60,3,Low,Resolved,4657629.58,195,21,26
733,2021-04-20,14,10,High,Under Investigation,,46374,,22
1570,2023-05-14,96,6,Low,Resolved,3862428.19,55,20,10
1689,2024-10-01,37,3,Low,Resolved,529183.29,365,9,1
4421,2024-12-30,37,5,Medium,Resolved,25281192.07,3010,15,21
2782,2021-06-06,57,8,medium,Resolved,48659302.04,231,15,12
3937,2020-09-21,28,14,MEDIUM,Resolved,12473954.47,3071,57,1
979,2022-10-26,13,4,high,Unresolved,,43209,,2
1987,2021-02-24,12,6,High,Unresolved,425462241.83,19032,,21
3219,2023-07-31,84,5,High,Unresolved,200862189.87,41635,,1
1119,2024-11-15,25,15,Medium,Resolved,34647754.74,903,65,11
922,2021-02-24,62,12,Medium,Resolved,45928918.83,2459,53,4
4161,2024-05-25,13,15,High,Resolved,110851409.5,26995,154,21
4933,2023-08-27,90,9,High,Resolved,230002167.13,40651,31,23
1963,2020-10-01,33,3,High,Resolved,251107115.06,47954,79,1
852,2023-09-18,58,1,Low,Resolved,1335138.72,450,16,3
1362,2023-02-26,1,4,Low,Resolved,3042808.08,499,18,21
345,2023-10-24,44,2,High,under investigation,78478582.46,21918,,1
2740,2023-03-13,27,8,Low,Resolved,3528659.05,316,16,2
4849,2022-10-25,10,12,Low,Resolved,,404,2,21
3030,2022-04-20,21,10,low,Unresolved,,465,,11
3243,2022-06-06,48,6,CRITICAL,Resolved,10040605256.42,38185,567,2
3606,2023-05-27,20,11,High,Unresolved,306084684.92,9411,,22
744,2023-10-24,84,7,High,Under Investigation,416031604.55,,,17
365,2023-01-08,78,5,Critical,Unresolved,5076926734.58,443712,,24
4777,2022-12-30,27,9,Critical,UNDER INVESTIGATION,,462653,,21
4700,2019-06-15,24,4,High,Resolved,466743422.72,24780,56,2
2109,2023-08-25,31,6,High,Resolved,64342008.27,17201,137,21
3048,2024-09-23,39,6,Medium,Resolved,11285459.58,4417,35,11
2297,2023-08-02,7,6,Medium,Unresolved,44465732.0,3712,,22
2421,2019-03-05,97,2,Critical,Resolved,4125587649.83,311000,502,8
3683,2022-05-16,96,2,Medium,Unresolved,30524011.82,2925,,8
4078,2024-04-28,24,10,High,Unresolved,168140415.33,38318,,21
734,2024-10-08,23,12,Medium,Unresolved,,,,1
993,2024-01-31,66,12,Low,Resolved,2495343.63,234,23,26
4306,2024-04-02,31,7,High,Under Investigation,217887712.14,23392,,20
309,2019-05-23,85,11,Medium,Resolved,37920769.72,145,66,9
2020,2024-08-10,35,5,High,Resolved,331420647.89,23471,97,1
3160,2021-04-03,1,15,HIGH,Unresolved,202830914.07,4454,,2
1845,2023-03-03,16,14,Medium,Resolved,44330007.05,3749,71,1
2475,2021-05-28,2,9,High,Resolved,150732834.68,9631,115,13
509,2021-07-16,49,9,Medium,Resolved,29324918.94,815,-1,13
4540,2024-08-18,72,12,Critical,Resolved,,394354,218,1
3215,2024-08-14,62,15,Medium,under investigation,35869095.76,1007,,26
2601,2020-03-14,33,5,low,Resolved,1494975.63,90,2,20
549,2021-01-21,11,5,LOW,Resolved,,347,2,2
1142,2023-12-25,24,9,Medium,Under Investigation,38593232.27,4377,,2
1256,2020-02-27,53,13,CRITICAL,Unresolved,,,,18
3051,2022-08-12,38,11,Medium,Resolved,,3226,45,21
4510,2023-04-19,26,11,Medium,Under Investigation,23400075.5,3138,,11
1263,2021-07-05,62,15,medium,UNDER INVESTIGATION,6242048.05,1264,,12
1368,2020-11-24,71,9,High,Resolved,165846961.17,44244,89,1
87,2020-08-10,24,9,Medium,Resolved,18724827.21,3368,68,20
3892,2020-03-29,20,11,Low,Resolved,3920774.08,249,22,13
3174,2024-10-25,28,8,Low,Unresolved,1976871.19,210,,20
996,2022-07-01,8,4,Low,Resolved,4857561.32,295,7,2
1341,2023-04-19,47,10,Medium,Resolved,40914311.04,,18,1
3080,2023-02-28,60,2,High,Resolved,78057678.28,4552,113,18
1076,2021-12-11,30,2,Low,Unresolved,2935687.93,171,,11
859,2024-07-07,95,1,Medium,Under Investigation,34281847.61,2082,,15
248,2021-04-06,100,8,High,Resolved,106985187.05,25471,126,10
4326,2021-12-19,47,15,high,Under Investigation,499205235.76,2930,,1
2269,2024-11-25,14,4,Medium,Resolved,5495577.37,218,53,22
3221,2023-10-01,23,8,Medium,Under Investigation,23513208.98,1821,,11
4765,2024-12-19,94,7,Critical,unresolved,10594637968.06,72130,,15
3278,2024-03-15,24,8,HIGH,RESOLVED,170113159.17,25514,121,1
528,2022-04-13,65,5,Medium,Resolved,10467660.84,4354,34,18
1213,2024-04-05,79,12,High,Under Investigation,243232458.85,6853,,16
4636,2019-11-10,74,1,Low,Resolved,3861479.37,492,21,9
3076,2019-07-01,97,8,Critical,Resolved,4169336349.93,277158,510,7
2976,2022-07-29,42,4,Medium,Resolved,47667862.68,1382,33,25
3797,2021-05-06,15,1,Low,Resolved,4995170.83,344,5,21
470,2023-07-15,65,5,Medium,Resolved,41057430.7,4291,39,4
914,2023-05-21,81,10,Medium,Resolved,,3777,44,17
3000,2023-11-30,76,11,High,Under Investigation,257235293.41,27607,,17
2358,2020-09-17,55,15,Medium,Resolved,38432428.42,4367,52,4
3071,2022-02-19,55,1,High,Resolved,394725513.3,17655,117,19
1627,2023-02-15,81,10,Low,Under Investigation,1337535.82,32,,16
1782,2022-01-27,82,5,High,resolved,226997536.11,44992,147,9
4716,2019-09-11,16,10,High,Unresolved,60386391.63,1305,,2
4658,2024-10-11,42,9,Low,Resolved,706443.98,103,8,11
1409,2022-01-10,43,14,Critical,Under Investigation,5143715658.89,231421,,2
4760,2024-07-05,29,7,Medium,Resolved,13743401.36,4850,55,20
3750,2021-02-12,90,13,MEDIUM,Resolved,19454394.36,575,60,23
4414,2021-06-09,78,13,Low,Resolved,3920210.81,299,14,17
2060,2022-06-07,96,6,Medium,Resolved,24326852.34,3664,71,7
1186,2021-09-09,73,9,High,Unresolved,458894481.56,37461,,9
1737,2019-07-31,6,7,Critical,Resolved,3415450984.35,162186,111,2
588,2023-05-26,70,13,Low,unresolved,2172271.61,359,,18
3497,2023-06-10,55,11,Medium,Resolved,34790636.16,1622,21,4
1953,2024-08-20,84,6,CRITICAL,Under Investigation,7591978306.17,128945,,1
1797,2024-10-22,52,8,High,Resolved,430039455.15,24367,148,12
887,2024-06-29,17,14,High,Under Investigation,201106596.03,39753,,22
1685,2022-04-07,55,8,High,Resolved,488630593.01,17336,144,4
3561,2022-10-06,32,5,Medium,RESOLVED,28024933.61,4694,36,2
1830,2022-04-09,60,2,low,UNDER INVESTIGATION,2319570.6,452,,26
1001,2024-01-30,62,13,Medium,Under Investigation,19260598.09,4675,,18
591,2022-09-25,25,11,Critical,Resolved,2536628351.44,383906,417,1
780,2023-05-18,42,7,HIGH,Resolved,200427075.58,11594,42,11
199,2023-03-01,80,14,Critical,Resolved,2591477497.84,323500,554,16
3684,2024-05-12,8,10,High,Under Investigation,180224226.46,46393,,2
3443,2023-07-24,64,12,High,Resolved,55706846.29,4537,77,26
24,2024-07-10,11,15,High,Under Investigation,163850982.79,39295,,11
580,2024-06-10,16,11,High,UNRESOLVED,168231308.81,32453,,13
3457,2023-04-10,5,12,High,Resolved,117905108.84,13067,62,2
2333,2024-09-08,79,14,Medium,Resolved,33305087.44,4605,42,17
1405,2023-11-21,68,4,Medium,Resolved,36068554.44,2535,44,12
641,2023-05-12,84,14,High,Under Investigation,57972040.48,47002,,1
2692,2023-05-03,22,1,Medium,Under Investigation,44438085.67,4657,,1
1574,2024-06-07,70,4,Medium,Under Investigation,33079526.07,710,,18
1228,2019-05-07,18,4,Medium,Resolved,6906135.83,883,35,1
1910,2021-06-25,31,5,Medium,Resolved,,4341,52,11
3381,2021-06-13,65,8,High,Resolved,,31360,141,26
232,2021-01-08,85,5,High,Resolved,458887438.62,2805,88,9
2114,2024-07-28,88,5,Medium,UNRESOLVED,43882971.25,138,,23
1788,2021-06-23,16,4,Low,Under Investigation,1655437.89,391,,20
1136,2024-04-15,94,10,Medium,Resolved,43679597.25,,14,6
3805,2023-04-28,77,7,medium,resolved,29163954.23,4400,22,9
4699,2021-08-28,83,10,Low,Under Investigation,2329935.25,133,,9
296,2021-11-23,61,14,Low,Resolved,1985571.27,34,10,18
4419,2019-03-16,23,13,Medium,under investigation,36693925.71,2447,,20
2913,2020-08-15,97,13,Low,Resolved,4662890.4,81,23,9
1948,2024-06-15,86,4,Low,Under Investigation,2438140.72,191,,23
2529,2023-11-20,94,5,Medium,under investigation,15061778.32,4305,,23
2228,2024-03-22,10,12,Critical,Unresolved,1356793397.06,397892,,13
1951,2020-10-21,82,9,Medium,Under Investigation,15353619.93,894,,9
2173,2023-09-17,12,4,Medium,Unresolved,7867650.72,2079,,13
414,2022-07-15,90,12,Low,Unresolved,3143856.94,262,,6
2637,2019-01-09,10,9,Low,Resolved,4149334.98,447,13,22
2293,2020-08-23,86,13,high,UNDER INVESTIGATION,394717176.42,34771,,5
2365,2023-03-23,24,8,Low,Resolved,750509.71,360,2,2
2437,2024-04-18,27,6,Medium,Resolved,26736625.35,560,50,21
4495,2022-06-24,21,12,Low,Resolved,2397286.2,177,4,21
4509,2019-12-15,86,7,high,Unresolved,226120234.72,38146,,5
4077,2024-03-31,97,11,Medium,Resolved,6402987.65,4640,25,7
3355,2023-11-01,3,11,Medium,Under Investigation,43602065.12,1459,,22
3637,2023-08-17,28,12,High,Resolved,238936526.88,18752,73,2
3276,2019-06-14,31,5,MEDIUM,RESOLVED,29875436.04,971,13,20
649,2023-10-20,30,1,Medium,Unresolved,42030076.86,4884,,2
146,2023-07-07,12,6,High,Resolved,389217556.9,39929,25,1
4043,2023-05-13,60,8,Medium,Unresolved,15496064.9,3153,,12
145,2024-06-25,16,10,High,Resolved,236800181.82,49728,24,11
1081,2024-03-03,59,13,Low,Resolved,1911832.46,82,9,19
1638,2022-01-08,81,1,medium,UNRESOLVED,32894353.29,2993,,16
2255,2022-12-24,10,13,Medium,Resolved,7661304.23,4165,24,13
4180,2024-12-22,9,10,High,Resolved,497709593.6,,123,1
3506,2022-11-06,40,14,MEDIUM,Resolved,14262953.13,845,15,21
4157,2019-08-28,80,9,Medium,under investigation,42161522.5,1584,,24
4926,2021-09-01,57,12,High,Unresolved,192740784.52,1372,,4
3734,2024-02-19,21,9,Medium,Resolved,37401983.84,,34,2
4677,2022-09-27,86,8,Low,Resolved,,378,16,15
3991,2019-05-28,68,5,Medium,Resolved,44668292.12,4014,0,18
4792,2022-11-05,43,10,Medium,Unresolved,23192505.67,2271,,13
4598,2022-09-13,65,10,High,Resolved,266612973.99,14953,80,4
4707,2023-05-22,54,4,CRITICAL,Resolved,817124569.85,11301,161,18
364,2021-07-28,70,7,High,Resolved,,19104,166,26
2134,2019-05-04,93,6,High,Under Investigation,362415240.71,30559,,6
912,2022-12-04,40,14,High,Under Investigation,169508653.94,29987,,11
2646,2023-11-19,18,2,Low,unresolved,2178256.45,442,,22
196,2023-12-21,2,15,Low,Resolved,3625617.68,226,9,11
1148,2024-02-21,53,3,medium,Resolved,19134696.16,4908,33,26
4618,2019-08-31,74,13,Low,UNDER INVESTIGATION,2635044.91,349,,17
3178,2024-01-07,49,8,Medium,UNDER INVESTIGATION,6626170.83,,,1
4557,2023-02-16,37,10,Medium,Under Investigation,5656708.25,2323,,1
3864,2021-02-15,46,11,Low,Under Investigation,2791534.65,221,,11
843,2022-05-02,35,3,High,Unresolved,450698350.39,3331,,11
4606,2021-02-22,13,11,Low,Unresolved,4593847.47,454,,11
63,2020-03-14,77,14,High,Resolved,266546534.05,9900,137,17
2587,2023-01-12,85,1,Medium,Unresolved,49738394.95,2462,,1
2641,2021-09-11,94,12,Medium,Resolved,,3284,50,23
1034,2022-01-09,61,11,High,Resolved,213731469.07,,31,3
2145,2021-08-15,93,8,Low,Under Investigation,1336801.75,182,,23
1869,2024-01-07,26,10,MEDIUM,Under Investigation,38543766.12,3340,,21
2892,2023-08-04,32,8,Medium,Resolved,9351136.61,3061,41,1
2398,2019-12-02,44,4,Medium,Under Investigation,42210401.54,4224,,1
1167,2022-07-03,51,7,High,Resolved,73477782.57,24958,67,12
4131,2022-08-28,14,12,Medium,Resolved,17613014.74,3471,50,20
4843,2024-05-25,80,12,Critical,Resolved,7858856517.79,180403,199,16
4192,2024-07-06,59,10,high,under investigation,342732681.79,35218,,4
4292,2022-12-05,58,10,Low,RESOLVED,3303567.06,338,16,12
1739,2019-12-05,16,5,Medium,Resolved,23833036.7,914,34,13
1295,2019-01-06,72,7,High,Resolved,348253006.14,32664,103,17
4538,2020-02-16,70,7,Low,Under Investigation,3207515.42,217,,12
1545,2021-04-20,88,7,Medium,Under Investigation,42022145.68,1707,,23
1569,2022-02-27,62,13,High,Unresolved,402936709.26,34567,,26
586,2022-10-10,87,9,Medium,Unresolved,33583262.38,1306,,23
576,2024-01-07,22,7,Medium,Resolved,,1912,48,2
3286,2019-11-24,54,2,high,Under Investigation,401081455.41,,,19
2303,2021-01-25,20,8,High,Resolved,,20625,39,21
2192,2022-09-09,57,3,high,resolved,398631594.47,30407,58,4
806,2024-04-05,40,2,Medium,Resolved,31702400.28,450,45,11
639,2024-07-18,82,4,Medium,Unresolved,38873426.4,515,,24
3183,2024-01-03,35,10,Low,Resolved,571786.98,215,13,20
2648,2023-11-16,60,8,Low,Under Investigation,2464610.44,495,,19
3911,2023-12-04,6,7,High,Unresolved,75753995.18,10944,,21
396,2019-09-04,72,7,High,Unresolved,245684487.55,7578,,9
90,2021-08-07,23,4,Medium,resolved,45137583.3,783,65,20
2609,2019-12-09,32,13,High,Under Investigation,317584418.26,3362,,21
1517,2019-06-20,1,6,Medium,Resolved,27596061.08,2404,57,20
3648,2019-11-24,34,3,Low,Resolved,3643238.11,284,3,21
2980,2024-12-17,96,11,Medium,under investigation,29102537.82,543,,7
3190,2024-07-20,45,6,Low,Resolved,4024439.95,345,13,13
2030,2019-12-15,19,11,critical,Resolved,6191676040.04,11112,633,21
2538,2023-04-24,82,14,High,Resolved,465993369.09,13616,0,1
2408,2023-03-17,53,7,High,Under Investigation,94538549.58,40275,,19
12,2024-12-07,79,3,Medium,Unresolved,37167157.53,2859,,16
458,2023-01-26,45,12,High,Resolved,,7257,-1,11
4101,2024-03-19,12,15,High,Unresolved,324963602.88,43009,,11
863,2021-08-23,7,3,Medium,Unresolved,21413526.72,570,,20
3019,2022-11-23,80,14,High,Under Investigation,277184030.68,8496,,9
370,2023-07-24,45,11,low,resolved,2282437.74,255,17,13
965,2022-06-23,26,7,High,Under Investigation,139888428.56,34045,,20
3152,2021-06-07,19,15,Medium,Under Investigation,48957668.47,2555,,1
1466,2024-05-02,61,14,Medium,Resolved,33069714.07,3836,43,4
2583,2021-03-23,85,12,High,Resolved,329222325.73,,139,24
3157,2024-01-14,37,3,Medium,Resolved,17763035.86,2094,60,2
352,2022-05-23,99,4,Medium,Resolved,14339796.5,277,50,9
2233,2024-07-11,47,15,Medium,Unresolved,13763825.85,3261,,2
253,2024-05-03,18,4,High,Resolved,80610287.96,43515,54,2
277,2019-03-20,96,5,Medium,Resolved,15786215.64,682,47,10
4152,2024-04-12,98,2,Low,Resolved,3293079.9,399,24,7
4643,2024-07-12,97,12,High,Unresolved,119311673.66,15008,,10
1525,2022-08-13,98,4,high,Resolved,129215701.67,37771,76,8
2871,2020-02-26,28,10,Medium,Under Investigation,,4303,,21
3210,2020-07-07,52,2,Medium,Unresolved,37307061.26,1690,,19
